Day of Year,Year,Month,Day,First Hour of Period,Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Average Wind Speed (Day),Sky Cover,Visibility,Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period)
37,2009,2,6,7,TRUE,0.419047619,53,13,7.5,4,7,96,10,29.79
37,2009,2,6,10,TRUE,0.133333333,53,13,7.5,3,10,80,6,29.81
37,2009,2,6,13,TRUE,0.152380952,53,13,7.5,4,9,83,6,29.79
37,2009,2,6,16,TRUE,0.438095238,53,13,7.5,4,10,77,7,29.79
37,2009,2,6,19,TRUE,0.723809524,53,13,7.5,4,10,86,6,29.8
37,2009,2,6,22,FALSE,1.00952381,53,13,7.5,4,7,86,15,29.83
38,2009,2,7,1,FALSE,0.987341772,55,32,5.3,3,10,83,9,29.85
38,2009,2,7,4,FALSE,0.702531646,55,32,5.3,3,10,86,10,29.84
38,2009,2,7,7,TRUE,0.417721519,55,32,5.3,2,10,86,7,29.86
38,2009,2,7,10,TRUE,0.132911392,55,32,5.3,3,10,83,3,29.89
38,2009,2,7,13,TRUE,0.151898734,55,32,5.3,3,10,77,0,29.85
38,2009,2,7,16,TRUE,0.436708861,55,32,5.3,2,10,69,11,29.85
38,2009,2,7,19,TRUE,0.721518987,55,32,5.3,0,10,66,5,29.84
38,2009,2,7,22,FALSE,1.006329114,55,32,5.3,1,10,86,8,29.84
39,2009,2,8,1,FALSE,0.982677165,50,23,9,1,10,89,3,29.86
39,2009,2,8,4,FALSE,0.699212598,50,23,9,2,10,93,0,29.86
39,2009,2,8,7,TRUE,0.415748031,50,23,9,3,10,93,3,29.9
39,2009,2,8,10,TRUE,0.132283465,50,23,9,4,10,86,6,29.93
39,2009,2,8,13,TRUE,0.151181102,50,23,9,4,10,77,10,29.91
39,2009,2,8,16,TRUE,0.434645669,50,23,9,3,10,69,16,29.85
39,2009,2,8,19,TRUE,0.718110236,50,23,9,4,10,86,11,29.82
39,2009,2,8,22,FALSE,1.001574803,50,23,9,3,10,77,15,29.83
40,2009,2,9,1,FALSE,0.979591837,48,29,16.2,3,10,68,18,29.84
40,2009,2,9,4,FALSE,0.697017268,48,29,16.2,3,10,74,10,29.85
40,2009,2,9,7,TRUE,0.4144427,48,29,16.2,3,10,77,6,29.89
40,2009,2,9,10,TRUE,0.131868132,48,29,16.2,3,10,59,21,29.96
40,2009,2,9,13,TRUE,0.150706436,48,29,16.2,1,10,47,28,29.97
40,2009,2,9,16,TRUE,0.433281005,48,29,16.2,1,10,64,26,30
40,2009,2,9,19,TRUE,0.715855573,48,29,16.2,1,10,68,21,30.04
40,2009,2,9,22,FALSE,0.998430141,48,29,16.2,1,10,71,10,30.09
41,2009,2,10,1,FALSE,0.976525822,46,22,10.4,1,10,73,6,30.12
41,2009,2,10,4,FALSE,0.694835681,46,22,10.4,1,10,73,3,30.13
41,2009,2,10,7,TRUE,0.41314554,46,22,10.4,0,10,70,5,30.18
41,2009,2,10,10,TRUE,0.131455399,46,22,10.4,1,10,54,14,30.22
41,2009,2,10,13,TRUE,0.150234742,46,22,10.4,3,10,59,8,30.21
41,2009,2,10,16,TRUE,0.431924883,46,22,10.4,3,10,61,11,30.18
41,2009,2,10,19,TRUE,0.713615023,46,22,10.4,4,10,61,14,30.14
41,2009,2,10,22,FALSE,0.995305164,46,22,10.4,3,9,80,17,30.11
42,2009,2,11,1,FALSE,0.973478939,49,22,7.7,3,10,89,15,30.09
42,2009,2,11,4,FALSE,0.692667707,49,22,7.7,2,10,86,6,30.12
42,2009,2,11,7,TRUE,0.411856474,49,22,7.7,3,10,96,6,30.14
42,2009,2,11,10,TRUE,0.131045242,49,22,7.7,3,9,83,8,30.16
42,2009,2,11,13,TRUE,0.149765991,49,22,7.7,3,10,72,8,30.12
42,2009,2,11,16,TRUE,0.430577223,49,22,7.7,4,7,83,10,30.1
42,2009,2,11,19,TRUE,0.711388456,49,22,7.7,2,10,77,9,30.09
42,2009,2,11,22,FALSE,0.992199688,49,22,7.7,3,10,89,7,30.1
43,2009,2,12,1,FALSE,0.968944099,49,22,6,3,10,89,3,30.09
43,2009,2,12,4,FALSE,0.689440994,49,22,6,3,10,86,6,30.09
43,2009,2,12,7,TRUE,0.409937888,49,22,6,2,10,86,0,30.14
43,2009,2,12,10,TRUE,0.130434783,49,22,6,2,10,77,5,30.2
43,2009,2,12,13,TRUE,0.149068323,49,22,6,1,10,66,5,30.17
43,2009,2,12,16,TRUE,0.428571429,49,22,6,3,10,59,8,30.15
43,2009,2,12,19,TRUE,0.708074534,49,22,6,4,10,74,6,30.15
43,2009,2,12,22,FALSE,0.98757764,49,22,6,4,10,71,13,30.1
44,2009,2,13,1,FALSE,0.965944272,49,21,8.1,4,8,80,10,30.02
44,2009,2,13,4,FALSE,0.687306502,49,21,8.1,4,5,80,21,29.96
44,2009,2,13,7,TRUE,0.408668731,49,21,8.1,3,10,89,0,29.97
44,2009,2,13,10,TRUE,0.13003096,49,21,8.1,2,10,71,7,29.98
44,2009,2,13,13,TRUE,0.148606811,49,21,8.1,2,10,57,10,29.96
44,2009,2,13,16,TRUE,0.427244582,49,21,8.1,4,4,83,11,29.96
44,2009,2,13,19,TRUE,0.705882353,49,21,8.1,3,10,83,8,29.94
44,2009,2,13,22,FALSE,0.984520124,49,21,8.1,3,10,80,6,29.97
45,2009,2,14,1,FALSE,0.962962963,48,14,12.3,2,10,86,6,29.98
45,2009,2,14,4,FALSE,0.685185185,48,14,12.3,3,10,89,7,29.98
45,2009,2,14,7,TRUE,0.407407407,48,14,12.3,3,10,93,8,30.01
45,2009,2,14,10,TRUE,0.12962963,48,14,12.3,3,10,80,11,30.04
45,2009,2,14,13,TRUE,0.148148148,48,14,12.3,3,10,64,15,29.99
45,2009,2,14,16,TRUE,0.425925926,48,14,12.3,3,10,59,17,29.94
45,2009,2,14,19,TRUE,0.703703704,48,14,12.3,4,10,69,11,29.91
45,2009,2,14,22,FALSE,0.981481481,48,14,12.3,3,10,66,14,29.86
46,2009,2,15,1,FALSE,0.96,49,13,16.6,4,10,66,23,29.79
46,2009,2,15,4,FALSE,0.683076923,49,13,16.6,4,8,83,24,29.74
46,2009,2,15,7,TRUE,0.406153846,49,13,16.6,4,4,93,22,29.73
46,2009,2,15,10,TRUE,0.129230769,49,13,16.6,4,5,89,20,29.75
46,2009,2,15,13,TRUE,0.147692308,49,13,16.6,4,10,83,24,29.7
46,2009,2,15,16,TRUE,0.424615385,49,13,16.6,4,4,83,16,29.71
46,2009,2,15,19,TRUE,0.701538462,49,13,16.6,4,4,93,14,29.64
46,2009,2,15,22,FALSE,0.978461538,49,13,16.6,4,5,93,7,29.62
47,2009,2,16,1,FALSE,0.957055215,51,15,12.6,4,10,89,9,29.59
47,2009,2,16,4,FALSE,0.680981595,51,15,12.6,4,10,80,13,29.52
47,2009,2,16,7,TRUE,0.404907975,51,15,12.6,4,4,89,14,29.48
47,2009,2,16,10,TRUE,0.128834356,51,15,12.6,4,8,89,9,29.56
47,2009,2,16,13,TRUE,0.147239264,51,15,12.6,3,10,74,11,29.61
47,2009,2,16,16,TRUE,0.423312883,51,15,12.6,3,10,66,17,29.64
47,2009,2,16,19,TRUE,0.699386503,51,15,12.6,4,10,83,15,29.68
47,2009,2,16,22,FALSE,0.975460123,51,15,12.6,3,10,83,14,29.71
48,2009,2,17,1,FALSE,0.95412844,51,18,11.8,3,10,86,14,29.74
48,2009,2,17,4,FALSE,0.678899083,51,18,11.8,4,4,80,14,29.74
48,2009,2,17,7,TRUE,0.403669725,51,18,11.8,4,10,80,11,29.79
48,2009,2,17,10,TRUE,0.128440367,51,18,11.8,3,10,72,14,29.87
48,2009,2,17,13,TRUE,0.146788991,51,18,11.8,4,10,74,17,29.92
48,2009,2,17,16,TRUE,0.422018349,51,18,11.8,3,10,80,6,29.96
48,2009,2,17,19,TRUE,0.697247706,51,18,11.8,3,10,83,6,30.02
48,2009,2,17,22,FALSE,0.972477064,51,18,11.8,3,10,86,6,30.1
49,2009,2,18,1,FALSE,0.949771689,50,7,3.8,3,10,93,5,30.15
49,2009,2,18,4,FALSE,0.675799087,50,7,3.8,2,10,93,5,30.18
49,2009,2,18,7,TRUE,0.401826484,50,7,3.8,1,10,93,0,30.22
49,2009,2,18,10,TRUE,0.127853881,50,7,3.8,3,10,83,8,30.25
49,2009,2,18,13,TRUE,0.146118721,50,7,3.8,3,10,75,6,30.21
49,2009,2,18,16,TRUE,0.420091324,50,7,3.8,4,10,62,0,30.19
49,2009,2,18,19,TRUE,0.694063927,50,7,3.8,3,10,67,0,30.2
49,2009,2,18,22,FALSE,0.96803653,50,7,3.8,2,10,77,0,30.2
50,2009,2,19,1,FALSE,0.946889226,53,16,3,0,10,86,3,30.19
50,2009,2,19,4,FALSE,0.673748103,53,16,3,0,10,93,0,30.17
50,2009,2,19,7,TRUE,0.40060698,53,16,3,1,10,93,0,30.2
50,2009,2,19,10,TRUE,0.127465857,53,16,3,1,10,83,6,30.22
50,2009,2,19,13,TRUE,0.145675266,53,16,3,2,10,72,3,30.18
50,2009,2,19,16,TRUE,0.418816388,53,16,3,2,10,40,10,30.13
50,2009,2,19,19,TRUE,0.691957511,53,16,3,1,10,69,6,30.14
50,2009,2,19,22,FALSE,0.965098634,53,16,3,0,10,69,0,30.16
51,2009,2,20,1,FALSE,0.942511346,54,32,1.3,2,10,77,3,30.17
51,2009,2,20,4,FALSE,0.670196672,54,32,1.3,3,10,80,0,30.18
51,2009,2,20,7,TRUE,0.397881997,54,32,1.3,3,10,86,3,30.18
51,2009,2,20,10,TRUE,0.125567322,54,32,1.3,3,10,69,5,30.19
51,2009,2,20,13,TRUE,0.146747352,54,32,1.3,3,10,60,0,30.13
51,2009,2,20,16,TRUE,0.419062027,54,32,1.3,4,10,58,0,30.07
51,2009,2,20,19,TRUE,0.691376702,54,32,1.3,2,10,75,0,30.05
51,2009,2,20,22,FALSE,0.963691377,54,32,1.3,1,10,74,5,30.06
52,2009,2,21,1,FALSE,0.938253012,55,14,6.9,1,10,83,3,30.06
52,2009,2,21,4,FALSE,0.667168675,55,14,6.9,2,10,93,0,30.06
52,2009,2,21,7,TRUE,0.396084337,55,14,6.9,3,10,86,3,30.05
52,2009,2,21,10,TRUE,0.125,55,14,6.9,3,10,83,6,30.05
52,2009,2,21,13,TRUE,0.146084337,55,14,6.9,4,10,83,0,30.04
52,2009,2,21,16,TRUE,0.417168675,55,14,6.9,4,10,62,6,30
52,2009,2,21,19,TRUE,0.688253012,55,14,6.9,4,10,78,24,29.93
52,2009,2,21,22,FALSE,0.959337349,55,14,6.9,4,10,78,15,29.92
53,2009,2,22,1,FALSE,0.934032984,56,15,9.4,4,10,78,20,29.97
53,2009,2,22,4,FALSE,0.664167916,56,15,9.4,4,10,86,0,29.97
53,2009,2,22,7,TRUE,0.394302849,56,15,9.4,4,3,93,10,29.96
53,2009,2,22,10,TRUE,0.124437781,56,15,9.4,4,4,93,7,29.99
53,2009,2,22,13,TRUE,0.145427286,56,15,9.4,4,4,90,7,29.99
53,2009,2,22,16,TRUE,0.415292354,56,15,9.4,4,3,90,13,29.99
53,2009,2,22,19,TRUE,0.685157421,56,15,9.4,4,10,83,7,29.99
53,2009,2,22,22,FALSE,0.955022489,56,15,9.4,4,9,90,11,30.02
54,2009,2,23,1,FALSE,0.931240658,57,17,14.6,4,9,93,0,30.02
54,2009,2,23,4,FALSE,0.662182362,57,17,14.6,4,10,90,6,30.01
54,2009,2,23,7,TRUE,0.393124066,57,17,14.6,4,8,87,25,30
54,2009,2,23,10,TRUE,0.12406577,57,17,14.6,4,9,87,26,30.07
54,2009,2,23,13,TRUE,0.144992526,57,17,14.6,4,10,84,18,30.07
54,2009,2,23,16,TRUE,0.414050822,57,17,14.6,3,10,81,15,30.07
54,2009,2,23,19,TRUE,0.683109118,57,17,14.6,4,8,87,16,30.09
54,2009,2,23,22,FALSE,0.952167414,57,17,14.6,4,6,90,14,30.13
55,2009,2,24,1,FALSE,0.928464978,55,27,5.3,4,6,90,10,30.15
55,2009,2,24,4,FALSE,0.660208644,55,27,5.3,4,10,96,3,30.17
55,2009,2,24,7,TRUE,0.39195231,55,27,5.3,3,9,100,3,30.18
55,2009,2,24,10,TRUE,0.123695976,55,27,5.3,1,10,78,5,30.19
55,2009,2,24,13,TRUE,0.144560358,55,27,5.3,2,10,72,5,30.17
55,2009,2,24,16,TRUE,0.412816692,55,27,5.3,3,10,60,13,30.12
55,2009,2,24,19,TRUE,0.681073025,55,27,5.3,3,10,77,8,30.08
55,2009,2,24,22,FALSE,0.949329359,55,27,5.3,3,10,86,5,30.08
56,2009,2,25,1,FALSE,0.924332344,56,17,7.6,3,10,83,6,30.07
56,2009,2,25,4,FALSE,0.65727003,56,17,7.6,3,10,86,5,30.08
56,2009,2,25,7,TRUE,0.390207715,56,17,7.6,3,10,86,8,30.11
56,2009,2,25,10,TRUE,0.123145401,56,17,7.6,3,10,77,6,30.15
56,2009,2,25,13,TRUE,0.143916914,56,17,7.6,3,10,58,13,30.15
56,2009,2,25,16,TRUE,0.410979228,56,17,7.6,4,10,72,11,30.13
56,2009,2,25,19,TRUE,0.678041543,56,17,7.6,4,10,80,10,30.14
56,2009,2,25,22,FALSE,0.945103858,56,17,7.6,4,10,80,9,30.15
57,2009,2,26,1,FALSE,0.921597633,53,27,11.1,3,10,90,9,30.14
57,2009,2,26,4,FALSE,0.655325444,53,27,11.1,4,4,96,11,30.15
57,2009,2,26,7,TRUE,0.389053254,53,27,11.1,4,10,90,7,30.16
57,2009,2,26,10,TRUE,0.122781065,53,27,11.1,3,10,80,9,30.22
57,2009,2,26,13,TRUE,0.143491124,53,27,11.1,3,10,75,14,30.21
57,2009,2,26,16,TRUE,0.409763314,53,27,11.1,2,10,67,22,30.18
57,2009,2,26,19,TRUE,0.676035503,53,27,11.1,2,10,74,13,30.21
57,2009,2,26,22,FALSE,0.942307692,53,27,11.1,2,10,77,8,30.23
58,2009,2,27,1,FALSE,0.91740413,52,32,5.2,0,10,74,6,30.23
58,2009,2,27,4,FALSE,0.651917404,52,32,5.2,1,10,74,5,30.21
58,2009,2,27,7,TRUE,0.386430678,52,32,5.2,3,10,74,5,30.23
58,2009,2,27,10,TRUE,0.120943953,52,32,5.2,2,10,66,8,30.21
58,2009,2,27,13,TRUE,0.144542773,52,32,5.2,3,10,64,6,30.17
58,2009,2,27,16,TRUE,0.410029499,52,32,5.2,3,10,62,0,30.14
58,2009,2,27,19,TRUE,0.675516224,52,32,5.2,3,10,67,0,30.1
58,2009,2,27,22,FALSE,0.94100295,52,32,5.2,2,10,69,0,30.12
59,2009,2,28,1,FALSE,0.913362702,55,10,3.1,3,10,77,6,30.11
59,2009,2,28,4,FALSE,0.649045521,55,10,3.1,3,10,80,5,30.06
59,2009,2,28,7,TRUE,0.384728341,55,10,3.1,3,10,71,0,30.04
59,2009,2,28,10,TRUE,0.12041116,55,10,3.1,4,10,69,3,30.05
59,2009,2,28,13,TRUE,0.143906021,55,10,3.1,4,10,70,5,30.01
59,2009,2,28,16,TRUE,0.408223201,55,10,3.1,4,10,75,5,29.96
59,2009,2,28,19,TRUE,0.672540382,55,10,3.1,4,10,75,3,29.97
59,2009,2,28,22,FALSE,0.936857562,55,10,3.1,4,10,83,0,29.97
60,2009,3,1,1,FALSE,0.910688141,59,14,9.9,4,10,90,11,29.98
60,2009,3,1,4,FALSE,0.647144949,59,14,9.9,3,10,80,6,29.98
60,2009,3,1,7,TRUE,0.383601757,59,14,9.9,4,10,86,5,30.04
60,2009,3,1,10,TRUE,0.120058565,59,14,9.9,4,10,83,5,30.04
60,2009,3,1,13,TRUE,0.143484627,59,14,9.9,4,10,87,16,29.97
60,2009,3,1,16,TRUE,0.407027818,59,14,9.9,4,9,90,23,29.87
60,2009,3,1,19,TRUE,0.67057101,59,14,9.9,4,10,90,3,29.92
60,2009,3,1,22,FALSE,0.934114202,59,14,9.9,4,10,78,25,29.93
61,2009,3,2,1,FALSE,0.906705539,57,19,20.8,3,10,87,20,29.94
61,2009,3,2,4,FALSE,0.644314869,57,19,20.8,3,10,87,17,29.91
61,2009,3,2,7,TRUE,0.381924198,57,19,20.8,4,3,93,17,29.91
61,2009,3,2,10,TRUE,0.119533528,57,19,20.8,4,8,90,11,29.91
61,2009,3,2,13,TRUE,0.142857143,57,19,20.8,4,1.5,86,22,29.9
61,2009,3,2,16,TRUE,0.405247813,57,19,20.8,2,10,67,33,29.89
61,2009,3,2,19,TRUE,0.667638484,57,19,20.8,4,10,75,26,29.89
61,2009,3,2,22,FALSE,0.930029155,57,19,20.8,3,10,67,22,29.94
62,2009,3,3,1,FALSE,0.904069767,54,20,17.3,3,10,75,20,29.94
62,2009,3,3,4,FALSE,0.64244186,54,20,17.3,3,10,75,18,29.91
62,2009,3,3,7,TRUE,0.380813953,54,20,17.3,3,10,75,24,29.9
62,2009,3,3,10,TRUE,0.119186047,54,20,17.3,3,8,90,11,29.95
62,2009,3,3,13,TRUE,0.14244186,54,20,17.3,3,9,83,17,29.91
62,2009,3,3,16,TRUE,0.404069767,54,20,17.3,3,10,55,24,29.86
62,2009,3,3,19,TRUE,0.665697674,54,20,17.3,3,10,64,20,29.85
62,2009,3,3,22,FALSE,0.927325581,54,20,17.3,3,9,89,9,29.88
63,2009,3,4,1,FALSE,0.9,50,18,7.9,3,10,74,8,29.89
63,2009,3,4,4,FALSE,0.639130435,50,18,7.9,2,10,83,5,29.91
63,2009,3,4,7,TRUE,0.37826087,50,18,7.9,3,10,80,6,29.96
63,2009,3,4,10,TRUE,0.117391304,50,18,7.9,3,10,77,5,30.03
63,2009,3,4,13,TRUE,0.143478261,50,18,7.9,3,10,57,13,30.03
63,2009,3,4,16,TRUE,0.404347826,50,18,7.9,3,10,55,11,30.03
63,2009,3,4,19,TRUE,0.665217391,50,18,7.9,3,10,71,9,30.05
63,2009,3,4,22,FALSE,0.926086957,50,18,7.9,2,10,71,10,30.07
64,2009,3,5,1,FALSE,0.896103896,52,27,7.3,4,10,83,5,30.1
64,2009,3,5,4,FALSE,0.636363636,52,27,7.3,4,9,96,10,30.11
64,2009,3,5,7,TRUE,0.376623377,52,27,7.3,3,10,77,6,30.14
64,2009,3,5,10,TRUE,0.116883117,52,27,7.3,3,10,80,3,30.18
64,2009,3,5,13,TRUE,0.142857143,52,27,7.3,3,10,69,5,30.16
64,2009,3,5,16,TRUE,0.402597403,52,27,7.3,3,10,62,10,30.13
64,2009,3,5,19,TRUE,0.662337662,52,27,7.3,3,10,72,10,30.13
64,2009,3,5,22,FALSE,0.922077922,52,27,7.3,2,10,77,7,30.14
65,2009,3,6,1,FALSE,0.89352518,52,28,12.6,3,10,77,14,30.14
65,2009,3,6,4,FALSE,0.634532374,52,28,12.6,2,10,71,9,30.14
65,2009,3,6,7,TRUE,0.375539568,52,28,12.6,4,10,80,3,30.14
65,2009,3,6,10,TRUE,0.116546763,52,28,12.6,3,10,67,14,30.15
65,2009,3,6,13,TRUE,0.142446043,52,28,12.6,3,10,64,17,30.13
65,2009,3,6,16,TRUE,0.401438849,52,28,12.6,3,10,64,18,30.1
65,2009,3,6,19,TRUE,0.660431655,52,28,12.6,2,10,77,15,30.11
65,2009,3,6,22,FALSE,0.91942446,52,28,12.6,1,10,80,11,30.11
66,2009,3,7,1,FALSE,0.889684814,52,28,6.3,1,10,86,6,30.1
66,2009,3,7,4,FALSE,0.631805158,52,28,6.3,1,10,93,0,30.08
66,2009,3,7,7,TRUE,0.373925501,52,28,6.3,1,10,93,0,30.11
66,2009,3,7,10,TRUE,0.116045845,52,28,6.3,1,10,80,6,30.15
66,2009,3,7,13,TRUE,0.141833811,52,28,6.3,1,10,75,3,30.12
66,2009,3,7,16,TRUE,0.399713467,52,28,6.3,2,10,67,14,30.07
66,2009,3,7,19,TRUE,0.657593123,52,28,6.3,1,10,77,13,30.07
66,2009,3,7,22,FALSE,0.915472779,52,28,6.3,0,10,80,8,30.07
67,2009,3,8,1,FALSE,0.971428571,52,26,13.4,3,10,83,6,30.07
67,2009,3,8,4,FALSE,0.714285714,52,26,13.4,4,10,83,3,30.03
67,2009,3,8,7,TRUE,0.457142857,52,26,13.4,4,10,77,9,30.03
67,2009,3,8,10,TRUE,0.2,52,26,13.4,2,10,72,5,30.03
67,2009,3,8,13,TRUE,0.057142857,52,26,13.4,1,10,59,17,30.01
67,2009,3,8,16,TRUE,0.314285714,52,26,13.4,1,10,64,22,29.97
67,2009,3,8,19,TRUE,0.571428571,52,26,13.4,1,10,71,10,29.96
67,2009,3,8,22,FALSE,0.828571429,52,26,13.4,1,10,61,24,29.98
68,2009,3,9,1,FALSE,0.967283073,49,29,13.2,1,10,58,18,30.01
68,2009,3,9,4,FALSE,0.711237553,49,29,13.2,0,10,65,10,30.04
68,2009,3,9,7,TRUE,0.455192034,49,29,13.2,1,10,53,14,30.07
68,2009,3,9,10,TRUE,0.199146515,49,29,13.2,1,10,48,11,30.12
68,2009,3,9,13,TRUE,0.056899004,49,29,13.2,1,10,45,15,30.12
68,2009,3,9,16,TRUE,0.312944523,49,29,13.2,1,10,50,18,30.11
68,2009,3,9,19,TRUE,0.568990043,49,29,13.2,0,10,63,16,30.13
68,2009,3,9,22,FALSE,0.825035562,49,29,13.2,0,10,68,8,30.16
69,2009,3,10,1,FALSE,0.964539007,48,27,6.3,0,10,65,5,30.17
69,2009,3,10,4,FALSE,0.709219858,48,27,6.3,0,10,79,3,30.16
69,2009,3,10,7,TRUE,0.453900709,48,27,6.3,0,10,77,6,30.18
69,2009,3,10,10,TRUE,0.19858156,48,27,6.3,1,10,71,3,30.2
69,2009,3,10,13,TRUE,0.056737589,48,27,6.3,1,10,45,3,30.14
69,2009,3,10,16,TRUE,0.312056738,48,27,6.3,1,10,53,17,30.08
69,2009,3,10,19,TRUE,0.567375887,48,27,6.3,1,10,61,17,30.07
69,2009,3,10,22,FALSE,0.822695035,48,27,6.3,3,10,71,6,30.09
70,2009,3,11,1,FALSE,0.961810467,50,28,5.9,3,10,73,0,30.07
70,2009,3,11,4,FALSE,0.707213579,50,28,5.9,1,10,73,3,30.04
70,2009,3,11,7,TRUE,0.45261669,50,28,5.9,1,10,79,0,30.05
70,2009,3,11,10,TRUE,0.198019802,50,28,5.9,1,10,74,5,30.07
70,2009,3,11,13,TRUE,0.056577086,50,28,5.9,1,10,41,0,30.03
70,2009,3,11,16,TRUE,0.311173975,50,28,5.9,2,10,57,14,30
70,2009,3,11,19,TRUE,0.565770863,50,28,5.9,0,10,69,16,30.02
70,2009,3,11,22,FALSE,0.820367751,50,28,5.9,0,10,77,7,30.06
71,2009,3,12,1,FALSE,0.957686883,51,28,9.5,1,10,86,6,30.07
71,2009,3,12,4,FALSE,0.703808181,51,28,9.5,1,10,86,0,30.07
71,2009,3,12,7,TRUE,0.449929478,51,28,9.5,1,10,89,5,30.1
71,2009,3,12,10,TRUE,0.196050776,51,28,9.5,1,10,77,5,30.13
71,2009,3,12,13,TRUE,0.057827927,51,28,9.5,1,10,62,14,30.1
71,2009,3,12,16,TRUE,0.311706629,51,28,9.5,1,10,72,20,30.1
71,2009,3,12,19,TRUE,0.565585331,51,28,9.5,1,10,83,17,30.1
71,2009,3,12,22,FALSE,0.819464034,51,28,9.5,1,10,86,13,30.15
72,2009,3,13,1,FALSE,0.953651685,52,27,11.5,1,10,89,10,30.15
72,2009,3,13,4,FALSE,0.700842697,52,27,11.5,4,10,89,7,30.15
72,2009,3,13,7,TRUE,0.448033708,52,27,11.5,4,10,83,0,30.16
72,2009,3,13,10,TRUE,0.195224719,52,27,11.5,2,10,77,5,30.18
72,2009,3,13,13,TRUE,0.05758427,52,27,11.5,1,10,72,14,30.12
72,2009,3,13,16,TRUE,0.310393258,52,27,11.5,1,10,72,24,30.09
72,2009,3,13,19,TRUE,0.563202247,52,27,11.5,2,10,83,14,30.07
72,2009,3,13,22,FALSE,0.816011236,52,27,11.5,4,10,77,13,30.1
73,2009,3,14,1,FALSE,0.950980392,51,27,12.9,4,10,77,15,30.08
73,2009,3,14,4,FALSE,0.698879552,51,27,12.9,4,10,71,11,30.06
73,2009,3,14,7,TRUE,0.446778711,51,27,12.9,4,10,66,9,30.05
73,2009,3,14,10,TRUE,0.194677871,51,27,12.9,4,10,66,17,30.08
73,2009,3,14,13,TRUE,0.057422969,51,27,12.9,4,10,64,17,30.05
73,2009,3,14,16,TRUE,0.30952381,51,27,12.9,4,10,64,16,30.03
73,2009,3,14,19,TRUE,0.56162465,51,27,12.9,4,10,74,13,30.04
73,2009,3,14,22,FALSE,0.81372549,51,27,12.9,3,10,77,10,30.05
74,2009,3,15,1,FALSE,0.947001395,55,18,8.2,4,10,77,8,30.05
74,2009,3,15,4,FALSE,0.69595537,55,18,8.2,4,6,93,5,30.04
74,2009,3,15,7,TRUE,0.444909344,55,18,8.2,4,4,96,7,30.08
74,2009,3,15,10,TRUE,0.193863319,55,18,8.2,4,10,90,6,30.12
74,2009,3,15,13,TRUE,0.057182706,55,18,8.2,4,10,78,10,30.12
74,2009,3,15,16,TRUE,0.308228731,55,18,8.2,4,10,75,13,30.11
74,2009,3,15,19,TRUE,0.559274756,55,18,8.2,3,10,80,8,30.13
74,2009,3,15,22,FALSE,0.810320781,55,18,8.2,3,10,83,7,30.17
75,2009,3,16,1,FALSE,0.942976356,59,20,8.6,4,10,90,13,30.17
75,2009,3,16,4,FALSE,0.692628651,59,20,8.6,4,6,96,9,30.18
75,2009,3,16,7,TRUE,0.442280946,59,20,8.6,4,10,96,7,30.22
75,2009,3,16,10,TRUE,0.191933241,59,20,8.6,4,9,87,11,30.26
75,2009,3,16,13,TRUE,0.058414465,59,20,8.6,3,10,72,10,30.26
75,2009,3,16,16,TRUE,0.30876217,59,20,8.6,3,10,70,16,30.25
75,2009,3,16,19,TRUE,0.559109875,59,20,8.6,3,10,87,8,30.26
75,2009,3,16,22,FALSE,0.80945758,59,20,8.6,4,5,93,6,30.29
76,2009,3,17,1,FALSE,0.939058172,58,28,9,2,10,93,6,30.28
76,2009,3,17,4,FALSE,0.689750693,58,28,9,4,10,96,5,30.28
76,2009,3,17,7,TRUE,0.440443213,58,28,9,4,10,90,0,30.3
76,2009,3,17,10,TRUE,0.191135734,58,28,9,3,10,75,6,30.31
76,2009,3,17,13,TRUE,0.058171745,58,28,9,3,10,72,5,30.28
76,2009,3,17,16,TRUE,0.307479224,58,28,9,2,10,78,15,30.24
76,2009,3,17,19,TRUE,0.556786704,58,28,9,3,10,86,22,30.24
76,2009,3,17,22,FALSE,0.806094183,58,28,9,2,10,90,14,30.24
77,2009,3,18,1,FALSE,0.936464088,58,29,8,2,10,93,10,30.23
77,2009,3,18,4,FALSE,0.687845304,58,29,8,2,10,93,6,30.22
77,2009,3,18,7,TRUE,0.439226519,58,29,8,4,8,90,0,30.22
77,2009,3,18,10,TRUE,0.190607735,58,29,8,3,7,83,0,30.22
77,2009,3,18,13,TRUE,0.05801105,58,29,8,3,8,75,5,30.16
77,2009,3,18,16,TRUE,0.306629834,58,29,8,3,10,61,17,30.1
77,2009,3,18,19,TRUE,0.555248619,58,29,8,3,10,72,17,30.07
77,2009,3,18,22,FALSE,0.803867403,58,29,8,2,10,77,8,30.05
78,2009,3,19,1,FALSE,0.931224209,59,28,12.4,3,10,80,3,30.04
78,2009,3,19,4,FALSE,0.683631362,59,28,12.4,3,10,86,8,30.02
78,2009,3,19,7,TRUE,0.436038514,59,28,12.4,1,9,86,13,30.03
78,2009,3,19,10,TRUE,0.188445667,59,28,12.4,2,10,78,3,30.03
78,2009,3,19,13,TRUE,0.05914718,59,28,12.4,2,10,67,20,29.99
78,2009,3,19,16,TRUE,0.306740028,59,28,12.4,2,10,70,24,29.97
